text,label
new zealand s reserve bank cuts cash rate signals more to come,0
Industry NewsPetrofac secures 250m North Sea contract,1
cimb lauds epf s dividend declaration as commendable achievement,1
Loss for period totalled EUR mn compared to profit of EUR mn in,0
ioi corp 2q earnings jump times on fair value forex gains,1
telco network services seen to remain as key growth driver of ock,1
RBI surprises Street Sensex pares gains after hitting mount 30k,0
After share purchase completed financing will also provided to expand Latvia s broadband infrastructure and to develop new areas of business including acquisitions of other companies,1
mrcb s acquisition of three land parcels to completed in 4q,1
stock trading above both its MAPs and 50day MAP of SEK72 higher than 200day MAP of SEK70 bullish indicator,1
zhulian s 2q profit falls on lower contribution from associate,1
March Finnish IT company Digia Oyj HEL DIG1V announced today agreement with mobilephone major Nokia Oyj HEL NOK1V to acquire commercial licensing and service business related to Nokia s Qt technology,1
raffles education to sell mil new shares to raise s446 mil to pare debt and strengthen working capital,1
As result of negotiations amount of employment contracts to terminated,0
southern steel 3q net profit up pays sen dividend,1
bank negara int l reserves grew to us1012b as at sept,1
ITV to pursue takeover of Canadas Entertainment One Bloomberg,1
Retail focus helps to shield Lloyds from banking chill,1
malaysia s exports to see marginal growth in march ram,0
petronas not abandoning canada after dropping lng project other plans report,1
najib appeals to vietnam to allow europe automobiles corporation s coo to return home,1
potential white knight investors to pump us50 mil into emas offshore to keep it afloat,1
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,1
New York says Barclays not cooperating in dark pool probe,0
lbs bina s smart move to rope in nwp,1
kesm hits record profit revenue in fy17 plans six sen dividend,1
Helsingin Uutiset Vantaan Sanomat and Lansivayla reach some readers or more than of consumers in greater Helsinki region,1
BAE Systems cuts earnings target for and jobs,0
GeoSolutions technology will leverage Benefon s GPS solutions by providing Location Based Search Technology Communities Platform location relevant multimedia content and new and powerful commercial model,1
RBS Lloyds Most Exposed to Commercial Property JPMorgan Says,0
impairment loss pulls misc s 4qfy17 net profit down pays sen dividend,0
As result of these negotiations company decided to make people redundant on financial and production grounds,0
Kemira Coatings leading supplier of paints in Northern and Eastern Europe providing consumers and professionals with branded products in approx,1
uncertainty over timing of policy changes may lead to continued volatility ram,0
rhb confirms malaysia airline s omar new wholesale banking head,1
Sales rose to mln eur compared with last year s mln eur and in line with mln eur consensus figure,1
UKs FTSE climbs to record closing high as Standard Chartered surges,1
these innovations could change your life in next years,1
London Stock Exchange unit in talks to operate Plato venue,1
hsbc malaysia positive place to live in for expatriates,1
CHF great product,1
Actions to improve operational efficiency and adjust operations expected to deliver annualised permanent cost savings of around EUR million and will effected mostly during first half of,1
Secretive Barclays deal involved Qatari clients,0
china s fosun pharma set to join bidding for germany s stada sources,1
binasat most active rises sen on debut to sen,1
ADP News Feb Finnish construction company Lemminkainen Oyj HEL LEM1S said today its net profit decreased to EUR million USD m for from EUR million for,0
msm s 4q net profit down on higher cost of sales taxes,1
Sevenmonth sales of Ragutis which controlled by Finnish brewery Olvi declined by percent to million liters and company held percent of market,0
sin stocks rise as minister says likely to maintain excise duty rates,1
fbm klci ends lower amid us tax concerns after rangebound trading,0
st engineering upgraded to buy by ocbc on healthy order book,1
sia to subscribe for majority shareholding in satsdfass joint venture company,1
australia forced to shelve us48b company tax cut as senators scuttle bills,1
company which makes garden tools scissors and other consumer goods said earnings boosted by mln eur of income it received from its pct shareholding in Finnish engineering group Wartsila,1
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase,1
how powerful inquiry upended one of australia s grandest companies,1
developed markets expected to outperform emerging markets in near term,1
Basware Corporation stock exchange release August at Basware signed large deal with international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to international industrial group,1
sapphire partners haitong singapore to explore regional finance investment opportunities,1
ec s tariff clarity expected to allay petronas gas investor concerns,1
BHP Billiton to lower copper production costs,1
company s scheduled traffic measured in revenue passenger kilometres RPK grew by just over and nearly more passengers carried on scheduled flights than in February,1
better price lower cost return southern steel to black in 1q,1
rm27b allocation for healthcare of which rm14b to maintain and upgrade facilities rm50m for voluntary health insurance scheme,1
tan chong s 4q net profit falls despite higher car sales affected by weak ringgit intense competition,0
tnb secures rm339m financing for its first large scale solar project in msia,1
disposal of alam flora expected to help drmhicom realise underlying value of noncore assets,1
Finnish Scanfil contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR mn in first half of down from EUR mn year earlier,0
It delivers different user experience and enables us to widen market we can address,1
CompaniesAstraZeneca wins nod for blockbuster hopeful,1
Pretax profit decreased to EUR mn from EUR mn in fourth quarter of,0
malaysian architectural firm wins third prize at ida for bsg property s sales gallery,1
aeon credit plans 1for2 bonus issue to raise rm432m via rights issue,1
cae pays us100m to acquire rest of airasia s three training centres,1
Meanwhile ElectrowattEkono Philippines Inc also awarded threeyear operation and maintenance OM contract by FR Cement Corporation,1
We very excited working with Maxis on this first commercial deployment of Master of Maya said Joe Doering Head of Asia South region at Nokia Siemens Networks,1
StanChart and RBS struggle in Bank of England stress tests,0
lg plans to launch three projects in klang valley worth rm42b next year,1
singapore medical to enlarge client base to babies and children with acquisition,1
RollsRoyce to Ensure Compliance After Petrobras Bribery Report,0
Operating loss EUR 179mn compared to loss of EUR 188mn in second quarter of,1
tenaga s gama enerji to see exceptional impact if debt foreign says midf research,0
prg sunsuria to collaborate to promote electric vehicle usage in malaysia,1
Performance in impacted by consolidation trend in telecom sector and overall and structural changes in contract manufacturing market in telecommunications technology and industrial electronics,0
telekom s 4q net profit falls declares sen dividend,0
wsj stands behind fair and accurate reporting on bank negara,1
company plans to expand into international market through its subsidiaries and distributors from onwards,1
Wolseley helps lift FTSE from losses,1
singapore s dbs pounces on anz assets to extend asia private banking push,1
oil prices extend gains buoyed by unexpected drop in us gasoline stocks,0
hannah yeoh mrt cancellation ok but please upgrade bus service in bukit kiara,1
insurer metlife launches startup programme as it seeks new ideas applications,1
penang activates water supply alert as it braces for super el nino,1
Cargotec Corporation Press Release April at pm Finnish time Cargotec s MacGREGOR business area providing marine cargo handling and offshore load handling solutions received significant hatch cover orders for bulk carriers,1
hotel grand central to buy pwc centre in christchurch for s49 mil,1
stock of new machines reasonably small and new orders bring work,1
jaks to file injunction to restrain star media from receiving bank guarantee,0
AstraZenecas Lung Cancer Drug Tagrisso Gets FDA Approval,1
world bank capa host fred ii forum to improve public sector s financial transparency,1
I am extremely delighted with this project and continuation of cooperation with Viking Line,1
In Finland Sampo Bank now part of Danske Bank group will lay off staff from administrative and support functions,0
higher gst in if oil drops below us48 per barrel says rafizi,0
Agricultural newspaper Maaseudun Tulevaisuus readers representing decrease of,0
glc ceo under probe for abuse of power remanded three days,0
tightening of og staff s loan approvals part of standard procedure,1
vibrant group enters jv agreement for s103m investment in china logistics company,1
QPR integrated management system fastest easiest and most efficient way for organizations all around world to take control of their humancentric business processes,1
Net sales of Paper segment decreased to EUR mn in second quarter of from EUR mn in second quarter of while operating profit excluding nonrecurring items rose to EUR mn from EUR mn,0
All ferries run into trouble just outside Stockholm archipelago made up of more than islands,0
foreign funds bought paltry rm246m local equity last week says midf research,0
airasia up after fernandes kamarudin said to deal in airasia x securities,1
china to continue driving rapid consumer sector ma growth this year,1
Ruukki Romania local arm of Finnish metal producer Ruukki increased its capital by euro mln through cash contribution it reported on September,1
knight frank malaysia office occupancy rate rental likely to continue down trend in,0
Shire CEO steps up drive to get Baxalta board talking,1
current reference grade instruments challenging to operate due to their high price and complexity for routine use,0
February Finnish industrial machinery company Metso Oyj HEL MEO1V said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources OSL NAUR TSE NAU,1
In JanuarySeptember Group s net interest income increased to EUR mn from EUR mn in JanuarySeptember,1
apft unit sued over alleged breach of pilot training course agreement,0
Glencore chief blames rivals overproduction for share price fall,0
singx raises us45 mil and expands to malaysia and hong kong,1
AstraZeneca shares climb as drug maker ups profits forecasts,1
soapstone deposits in Medvezhyegorsk area expected to increase Tulikivi s current reserves considerably,1
Metsaliitto however narrowed its net loss for second quarter of to mln euro mln from mln euro mln year ago,1
rev asia jumps on plan to remain in tech sector dividend from stake sale,1
genting s 4q net profit up on year at rm339m fullyear profit lower at rm139b,1
One of my colleagues summed up E7 quite aptly when he remarked Fantastic hardware,1
apple set to begin making iphones in india by april s end,1
demand for air cargo still strong up yoy in november says iata,1
fgv s board says safitex s outstanding sum swelled to us117 mil in fy16,0
Overall we re pleased with startup curve and we re pleased with quality of paper Stora spokeswoman Patricia Dietz said Tuesday,1
trump s mixed messages on russia renew doubts on what he thinks,0
china says it hopes for good outcome on trade talks with us,1
British American Tobacco firsthalf sales hurt by currency moves,0
SINGAPORE ICIS Kemira and Indian water infrastructure firm IVRCL agreed to form join venture which includes new inorganic coagulant manufacturing facility in Andhra Pradesh state India Finnish water treatment chemicals maker said on Tuesday,1
Orders received grew by yearonyear to EUR732m,1
Finnish engineering and technology company Metso Oyj said on May it completed acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries MHI for undisclosed sum,1
It currently employs about people and expects headcount to reach by end of,1
Brazil Vale says will appeal ruling to block assets for dam burst,0
Nokia s Calling All Innovators Africa competition specifically launched to enable developers to create locally relevant bestofbreed mobile applications,1
margarine business put into good shape in last two years making it natural addition to Bunge which looking to leverage its position in Central and Northern European markets Raisio CEO Matti Rihko said in statement,1
Commencing construction works of Pearl Plaza significant step in our Russian projects,1
mitrajaya says on track to secure rm1b worth of contracts or more,1
Morrisons book second consecutive quarter of sales growth,1
Dave Lewis admits long road ahead for Tesco recovery,0
ajinomoto to buy tabung haji land for rm86m to expand ops,1
capitaland launches rare landed housing project in singapore s district,1
govt support crucial in expansionary rubber glove industry says margma,1
malaysian palm oil stocks may fall by mom to 193m tonnes as at endsept says cimb research,1
fgv to offer plantation jobs to locals cut dependency on foreign labour,1
ajiya 2q net profit jumps nearly five times on higher forex translation gain,1
Finlandbased Stockmann Group closed seven franchising sports stores Nike in Russia,0
global oriental perak s mb inc to develop rm900m mixed development in manjung perak,1
Irish housebuilder Cairn Homes plans London listing,1
mms ventures rises almost as april global semicon sales figure jumps,1
greater endowment needed for public universities to thrive says ex vc,1
Years After BP Spill Whats Changed in Offshore Drilling,0
EBITDA for year improved to EUR484m as compared with EUR472m in,1
no negative impact from brexit on our uk properties eo,1
Diageo Heineken Exchange EmergingMarket Brewing Assets,1
Barclays denies deferred prosecution offer from SFO,0
fgv active rises as much as on plan to divest stake in non core assets,1
china s jinko to produce solar panels in florida by 4q despite tariffs,1
Finnish automation solutions developer Cencorp Corporation OMX Helsinki CNC1V issued on Thursday September profit warning for third quarter of,0
mclean sets up singapore unit with jcs group to offer supply chain and timetomarket delivery solution,1
Tesco Versus Sainsbury WeightWatcher vs Bodybuilder,1
cab cakaran rises on private placement plan to salim group,1
gab s net profit for octdec quarter rises pays sen dividend,1
growth of net sales continued favourably in Middle East and Africaand in Asia Pacific,1
Landlord Hammersons NAV rises on increased leasing activity,1
yen global s iot unit good regional traction green packet,1
In Baltic countries development of operations and reorganisation continued and nonrecurring items related to takeover process lowered earnings,0
yee lee 1q net profit sinks on lower earnings across all divisions,0
csc steel good proxy to high dividend yield says hlib research,1
For last quarter of Componenta s net sales doubled to EUR131m from EUR76m for same period year earlier while it moved to zero pretax profit from pretax loss of EUR7m,1
Scanfil will execute temporary layoffs by midOctober and job cuts by March,0
UPDATE 1EU regulator backs approval for GSK injectable asthma drug,1
Water utility Severn Trent ups savings forecast FY profit falls,1
growth in activeness of Talentum s customers which started at end of continued during reporting period company stated,1
February Finnish textile and clothing company Marimekko Oyj HEL MMO1V said today its preliminary operating profit grew to EUR8 m in from EUR6 m in,1
ADP News Jan Finnish mobile phones maker Nokia Oyj OMX NOK1V said today its operating profit decreased to EUR billion USD bn for from EUR billion for,0
Admiral Group posts decline in earnings,0
trump s tariffs could hit pct los angeles port business executive,0
Consumer products manufacturer Fiskars Corp will open distribution and warehouse center in Southaven creating jobs,1
cimb ties up with alipay to offer cashless payments to chinese travellers here,1
We succeeded in increasing our market share of sold apartment comments Mr Kari Kauniskangas Head of YIT International Construction Services,1
sime darby 4q net profit slumps to rm571m on impairments,0
green packet wins rm300m contract to supply settop boxes to mytv sources,1
In reporting period company s operating profit grew by to EUR million,1
fixed minimum wage increase rate to finalised next friday kula segaran,1
BP shares tumble after 22bn fourthquarter loss,0
Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,0
Operating profit rose to EUR mn from EUR mn in,1
ccm duopharma partners india s natco and biocon to offer affordable cancer and insulin therapies,1
Finnlines estimated in its annual general meeting that will financially tough year due to large investments,0
Diageo Shares Surge on Report of Possible Takeover by Lemann,1
serba dinamik rises on bagging rm662m epcc job in laos,1
asia shares inch down dollar extends gains in light holiday trade,1
We continued actively to focus RD and to position our offering away from point solutions towards dynamic endtoend solutions Ervio stated,1
In Q1 of company s result before taxes from continuing operations excluding nonrecurring items totalled EUR mn compared to EUR mn in corresponding period in,0
global sovereign rating outlook set to strongest in years says fitch ratings,1
hyundai to ship chinamade cars to southeast asia amid erratic sales recovery,0
HELSINKI Thomson Financial Shares in Cargotec fell sharply in early afternoon trade after cargo handling group posted surprise drop in AprilJune profits which overshadowed large number of new orders received during three months,0
Cuadrilla and protesters await Lancashire fracking decision,0
cover story state of nationthe economyhow bad can it get,0
oil prices drop as storm threat eases on us gulf coast,1
Arm slammed by handset sales outlook,0
perak corp s audited results indicate variation in 4q net loss,0
Group s order portfolio decreased from EUR mn in to EUR mn in,0
klcc park and fd iskandar honoured for their contributions to nation industry,1
divestment of innov tower to further boost capitaland s earnings for fy17f,1
govt won t discourage innovation in fintech startups by overregulating says deputy minister,1
UPDATE 1Rio Tinto to sell aluminium assets in bln deal paper,1
By cutting number of plants group will trim fixed costs,1
soft space raises us5m from japan s transcosmos for strategic investment,1
Operating profit for 12month period decreased from EUR28 m while net turnover increased from EUR313 m as compared to financial year,0
air traffic of Finland in stoppage since then,0
thong guan s 1q net profit rises slightly on higher margin products,1
Four former Barclays bankers jailed over Libor,0
micromechanics gets buy from phillip for forecast beating 1q shares up s pore cents,1
supplementary budget won t affect fiscal deficit says mof,1
In January traffic measured in revenue passenger kilometres RPK went up by and capacity measured in available seat kilometres ASK rose by,1
home ministry loses appeal ordered to pay damages to edge,0
batu kawan s 1q net profit falls on lower contribution from plantation property segments,0
cimb ib research maintains add on kawan food cuts target to rm350,0
ntt data to adopt ipay88 to reach global top status,1
workforce will reduced also in Amsterdam office in Netherlands,0
hong kong s cathay pacific to cut jobs as part of review,0
ikhmas jaya moves step closer to building new manufacturing facility,1
klci stages mild recovery as market resumes but stays weak as brexit reality hits,0
Japans Asahi to submit bid next week for SABMillers Grolsch and Peroni Yomiuri,1
ey world entrepreneur of year ey helps entrepreneurs take leap to world stage,1
Prudential shares halted in Hong Kong pending announcement,0
best world says pyramid scheme crackdown little to no impact on china business,1
Profit after taxes for period up to EUR0 m from EUR0 m last year,1
ioi properties 4q profit down on higher tax expenses pays sen dividend,1
city developments raises stake in suzhou global city genway to,1
klci falls as sentiment hit by singapore s weak gdp growth,0
Lloyds cutting more than jobs and shutting branches,0
hong leong financial s 2q net profit down on year at rm263m,1
southern steel reports jump in 1q net profit on higher sales volume,1
Operating profit totalled EUR mn up from EUR mn yearonyear,1
We proud to welcome another distribution facility to north Mississippi and region known as logistics center of United States said Gray Swoope executive director of MDA,1
bhs industries buys land from pahang state to build power plant,1
At pm OMX Helsinki index pct lower at,0
east coast property market to slow down due to challenges says rahim co,0
Pearson expects to return to growth this year,1
biometric authentication payment to boost hong leong s mobile banking services,1
Previously company anticipated its operating profit to improve over same period,1
company plans to close two of three lines at plant where some jobs under threat,0
salary staff benefits most important considerations to msians in choosing their employer,1
Finnish electronics contract manufacturer Scanfil reports net sales of EUR mn in down from EUR mn in,0
sanofi rd head flags new eczema drug as start of something big,1
Shire share price Group releases fullyear results,1
Profits Fall At Standard Chartered PLC Should You Buy Or Sell,0
sats s 3q earnings up to s666m on oneoff writeback,1
hyflux full year earnings fall to s48 mil on weak electricity market,0
We hope to increase traffic volumes with opening of Freight One Scandinavia,1
matrix concepts 2q net profit at rm46m declares sen dividend,1
Net sales of Vegetable Oil Business rose to EUR mn from EUR mn,1
ho hup wins rm216m subcontract for soil improvement work at rapid,1
ihh healthcare disposal gain believed to for working capital needs,1
More than third of original participants dropped out due to nausea and other side effects,0
why sreits should remain in your investment portfolio despite poor sector performance,0
Finnish Mreal s Kyro mill starting negotiations to cut staff,0
However bottomline result improved thanks to positive financial items,1
muar ban lee fails to sell oil palm unit as mou expires,1
After this purchase Cramo will become second largest rental services provider in Latvian market,1
Tesco sales recover as focus returns to core business,1
That s what I go to bed worrying about every night he said,0
kian joo 4q net profit grows proposes four sen dividend,1
In Lithuania operating profit rose to EUR from EUR in corresponding period in,1
s p setia records 8th win at aon best employers award,1
keppel reit posts decline in 4q dpu to cents,0
ecoworld reports lower 1q net profit despite rise in core earnings,1
Canadian Pension fund Borealis renews pursuit of Severn Trent report,1
Persimmon reports strong trading despite EU vote and planning delays,1
texchem to venture into food logistics business with japan s kokubu group,1
Brazilian mobile player Telemig Celular yesterday announced that it selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system,1
Scanfil systems supplier and contract manufacturer to communications sector will give notice to productional employees and temporarily lay off employees at company s plant in Sievi in Finland,0
msia must prove jho low s jet bought with stolen money,0
Finnish plumbing and heating systems supplier Uponor Corporation OMX Helsinki UNR1V said on Tuesday August that its board of directors authorised management to proceed with companywide cost reduction program,1
hudson s bay makes takeover approach to macy s wsj,1
UPDATE 5Buffett pays high price for Precision Castparts,1
ringgit s tumble seen causing bnm to hold key rate at,1
ivory properties 1q net profit down on absence of disposal gain,1
ITV shares dip after update,0
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia acquisition of Fimentor Oy,1
credit card usage to decline as singapore consumers become more debtaverse,1
dominant enterprise s 3q net profit up declares sen dividend,1
Department Store Division reported increase in sales of per cent,1
Britains FTSE slips from high as Sky falls,0
Glencore Sells Shares to Raise Billion and Reduce Debt,1
Operating profit for lower than outlook published earlier,0
klci up on heavyweights lift despite no fresh catalyst,1
us energy group hess corp s se asia assets attract bid interest sources,1
UPDATE 5SABMiller rejects AB InBevs bln takeover approach,0
January EPHC board of directors approved increase in quarterly dividend from to per share,1
Tekla Structures BIM Building Information Modeling software developed according to longterm plan of improved user experience process and functionality,1
lower sales trim favelle favco s 4q profit plans sen dividend,0
company expects its net sales in first half of to reach previous year s level,1
managepay s payment solution for insurers named best financial application,1
Group s result before taxes EUR million,0
Jul Police looking for man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon shooting one of them and kidnapping another,0
steady yield growth expected as singapore reits go on buying spree,1
Alma Media expects its net sales to increase as forecast previously,1
rebound in resale prices revitalised enbloc market bode well for s pore property stocks,1
makers of iphones and laptops prepping for trade war,0
comfortdelgro acquires more taxi licenses vehicles for s15 mil to expand business in shenyang,1
BBCN Bancorp to buy Wilshire Bancorp in bln deal,1
prime london office values may fall this year on brexit,0
Comparable operating profit for quarter decreased from EUR510m while sales increased from EUR860m as compared to third quarter,0
naza ttdi hopes to clinch deal for kl metropolis hotel by 1q17,1
Whitbread Profit Up As Sales Continue To Rise Looking For New CEO,1
Operating profit for 12month period decreased from EUR5 m while net sales increased from EUR62 m as compared to financial year,0
Lean System supports change management and component purchasing extremely well,1
Tesco breaks its downward slide by cutting sales decline in half,1
heveaboard says allegations on online portal untrue defamatory and malicious,0
On top of that US Commerce Department published worsethanexpected construction spending figures for November,0
dollar fell though against pound and yen,0
mustapa mohamed malaysia done well in ee on us investments,1
starbucks blames slower china growth on drop in thirdparty delivery orders,0
umw says no merger plans with sime darby s motor unit,0
Investors will continue interested in company s share although it not quite cheap Affarsvarlden said,1
FTSE hits threeweek low as financials Tesco fall,0
This location makes mall convenient place to shop for consumers from three large residential areas nearby Jaroszowka Wysockiego and Zgody,1
trading in lbs bina ml global shares suspended until sept,0
According to Finnish Metso Minerals value of company s orders gone up to EUR bn in months,1
longterm outlook remains golden for this plantation stock with its latest breakthrough,1
lii hen 3q net profit up declares sen dividend,1
gear up for rough road with this singapore office reit,0
perstima s 1q net profit rises on higher sales better margin,1
Via move company aims annual savings of some EUR3m main part of which expected to realized this year,1
cab cakaran gets approval for placement to plant wealth holdings,1
Reluctant shareholder George Osborne loses patience with RBS,0
Finlandbased Elcoteq SE privately held provider of electronics manufacturing services to communications companies said Thursday it signed longterm manufacturing supply deal with communications equipment company Andrew Corp,1
Tesco to pay million to settle US lawsuit,0
Operating profit decreased to EUR 16mn from EUR mn in,0
Viking Line head Jan Kaarstroem told TT that his company s ferries well equipped to handle ice and that all passengers safe,1
millennials do invest even if they spend more money on discretionary items,1
gabungan aqrs 3q net profit surges declares two sen dividend,1
bitcoin s meltdown looks to grow worse before things get better,0
petronas wants equitable relationship between lng producers and customers,1
City spirits sink after Diageo comes up short with sales slide,0
Cencorp s net sales in first quarter estimated to EUR091 m as compared to EUR4 m in first quarter,0
Finnish retail software developer Aldata Solution Oyj reported net loss of mln euro mln for versus net profit of mln euro mln for,0
runway to closed for maintenance works in klia says mahb,0
inno mind works not involved in focus malaysia acquisition says director,1
malaysia confident of keeping sea games cost below singapore,1
Arvo Vuorenmaa Loviisa plant s general manager said application for new licence standard procedure and that he quite confident about approval granted,1
toshiba asks law firm to advise on potential westinghouse bankruptcy cost sources,0
US STOCKSWall St rises on Berkshire deal China stimulus hopes,1
tm secures rm9161m deal to provide digital terrestrial tv services to mytv,1
nomura expects bnm to maintain opr as it sees downside risks to malaysia s growth,1
s pore familyowned firms deliver greatest share price returns in asia pacific exjapan credit suisse,1
ambank ceo there still sweet spots in msian economy amidst gloom,1
company s net profit amounted to EE mn which more than in,1
berjaya group s us380m four seasons kyoto aims for december grand opening,1
trade worries caused asian shares to deepen losses in august,0
UPDATE AstraZenecas Selumetinib Gets Orphan Drug Label Good AZD9291,1
china s hengyi opens singapore trade office for brunei oilpetchem project,1
Britains FTSE forges ahead as Shire surges,1
latitude tree sees drop in 1q net profit on higher costs,0
islamic banks profits to hit by higher funding costs says ram,0
Operating profit rose to EUR mn from EUR mn in corresponding period in representing of net sales,1
sapura resources in red in 4q on lower associate contributions,0
kimlun s 4q net profit up plans sen dividend,1
We lowest bidders and now final approval awaited,1
Sanoma Magazines Finland s net sales grew to EUR mn from EUR mn,1
Nokia shares hit euros on Friday down percent from start of year in part because of slow introduction of touchscreen models,0
EuroChem CFO Andrey Ilyin said This facility marks another important step for EuroChem in securing longterm financing necessary for our potash and other strategic projects,1
HSBC Preparing Job Cuts That May Target Workers Sky Says,0
REFILEHikma and Barclays help Britains FTSE to climb higher,1
operating margin came down to from,0
fed tees up march rate hike as key policymaker shifts tone,1
stock hit by profit warning of Finnish rival Rautaruukki Oyj OMX RTRKS,0
ghl systems 4q net profit up as overseas contribution rises,1
golden agriresources reports fall in 1q earnings to us12m on lower palm production cpo prices,0
Device volume in area decreased by to mn units,0
kuantan flour mills ties up with lotus essential to provide flour milling activities consider strategic investment,1
act your age rafizi tells annuar musa in verbal joust over mara scandal,0
steady domestic demand to continue driving singapore s growth in,1
company s strength its Apetit brand,1
bumi armada secures more work worth rm576m from russia s lukoil,1
Overall percent of respondents confident about their security when banking online,1
Arm profits and sales up as shift away from mobile gains pace,1
We pleased to deliver Basware Invoice Automation solution to major retail company in US,1
Aviva weighs cash handout after beating profit forecast,1
Tesco criticised for disgraceful advert showing domestic worker slapped,0
priceworth close to winning rm120m container flooring job from chinabased manufacturer,1
pua to mia why snail s pace in dealing with complaints against 1mdb auditors,0
ringgit sinks as crude s tumble bodes ill for malaysia finances,0
lay hong s 2q net profit rises on unit disposal gain,1
ag played judge and prosecutor in clearing najib says dr mahathir,1
Primark racks up happy Christmas after strong sales,1
mah sing to provide business grants for savanna lifestyle shop owners,1
innovation seen to allow hartalega to sustain demand for its products,1
tm s 2q net profit down on lower data services,1
pilot project proved that RIFD technology ideal for our purposes comments Olli Saarinen Material Handling Supervisor at Yara,1
paramount achieves sales of rm227m posts lower net profit in 1q,0
Four exBarclays bankers sentenced for roles in Libor raterigging scandal,0
EasyJet attracts more passengers in June but still lags Ryanair,1
subur tiasa sinks further into red in 2q on lower oil palm output,0
tropicana corp surges after top glove s lim wee chai buys stake,1
immediate support for bumi armada at sen says alliancedbs research,1
dmx technologies receives sgx approval to delist in discussions to sell malaysia subsidiary,1
astro 1q net profit lower at rm19582m pays sen dividend,0
hap seng consolidated 4q net profit up driven by its plantation fertiliser trading divisions,1
YIT says acquisition part of its strategy for expansion in Central and Eastern European markets,1
NASDAQlisted Yahoo Inc introduced new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones,1
Finnish insurance company Fennia and Kesko Group ending their loyal customer cooperation,0
ecofirst secures rm18995m financing facilities from mbsb to fund ampang ukay project,1
planned facility estimated to cost around million would largest biodiesel plant in world and use palm oil certified by Roundtable on Sustainable Palm Oil RSPO,1
BP set to cut hundreds of jobs at North Sea operations,0
george kent 2q net profit up pays sen dividend,0
lim guan eng malaysia to abide by water pact with singapore,1
tune protect s 3q profit falls declares sen dividend,1
Glencore tells investors it on track to reduce debt Barclays,1
cosco corp put on hold by dbs with buyout plan still fuzzy,0
Finnish broadband data communication systems provider Teleste Oyj HEL TLT1V said yesterday it returned to net profit of EUR million USD m for first nine months of versus net loss of EUR for same period of,1
perisai swings back into black in 4q with rm102m net profit,1
Net cash from operating activities negative EUR mn compared to EUR mn in,0
no criminal offence over rm26 bil in najib s accounts says ag,1
Furthermore Novator Finland Oy entered into securities lending agreement whereby Novator Finland Oy will hold directly same amount of shares that underlying of OMX market forwards from May through May,1
bassets gets profit boost from investment fair value changes in 3q,1
Diluted earnings per share EPS rose to EUR versus EUR,1
Lee Man Paper and Metso long and prosperous cooperation good example of which Changshu and Hongmei kraftliner machines delivered earlier,1
capitaland divests entire stake in vietnam real estate unit for s64 mil,1
diesel margin remained high,1
tengku sarifuddin saudi minister proves tun m s allegations against najib completely false,0
moody s tenaga s rating unaffected by 1h results outlook stable,1
nestle s 3q net profit up declares sen dividend,1
manulife us reit makes us115 mil maiden acquisition announces private placement,1
Ramirent leading construction machinery rental company in Finland with annual sales of EUR million in and operating nationwide through outlets and employees,1
Tesco share price closes higher as two more directors leave grocer,1
haw par posts decline in fy16 earnings to s125 mil on absence of oneoff gains,0
klccp stapled group 2q net profit up slightly pays sen dividend,1
nomura said to cut london roles as trading chiefs hit,0
Tesco set to sell Kipa Giraffe businesses Sky News,1
Operating profit for ninemonth period increased from EUR3 m and net sales increased from EUR61 m as compared to corresponding period in,1
berjaya auto s 2q net profit slips plans sen dividend,1
Under contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB s new pellets plant in Kiruna in northern Sweden,1
Finnish silicon wafers manufacturer Okmetic Oyj said on June it signed agreement with Nordea Bank Finland Plc local subsidiary of Swedish commercial bank Nordea Bank AB which will refinance Okmetic s syndicated bank facility which amounts to some mln euro mln,1
Fiskars Brands report net sales of EUR mn up from EUR mn,1
karex s 2q net profit halves on higher distribution marketing expenses,1
In AsiaPacific region Visa Wave available in Malaysia Taiwan and South Korea and will expanded to Japan and Southeast Asia this year Jung added,1
too much face time no productivity killer say singapore employees,0
sumatec says alleged default on rm121 mil loans will not impact group,1
Finnish Okmetic that manufactures and processes silicon wafers for semiconductor and sensor industries and Norwegian solar wafer company NorSun signed contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing,1
Diluted earnings per share EPS stood at EUR versus EUR,0
joint venture to called Nokia Siemens Networks will comprised of Nokia s network business group and Siemens carrierrelated operations creating estimated synergies of billion euros billion by Nokia said,1
etcm looks to gain nissan s market share on new launches,1
Finnish airline Finnair starting temporary layoffs of cabin crews in February,0
Finnish electronics contract manufacturer Scanfil reports net sales of EUR mn in second quarter of down from EUR mn year earlier,0
